"","date1","X.x","botswana_time_start","ID","activity_x","activity_z","activity_y","lux","tempMaun","hour","movement_distance","lon","lat","temp","meanDist","sumDist","active","perc_na","diff","date","moon_fraction","dist1","sum24_dist","temp_lag24","max_temp24","status","month","season","X.y","rain","seasonal_year","rain_cumulative","time_fc","hour_p","hour_fc","date_fc","hourX","hourY","hourRad","sex","radTimestamp","sunTime","max_temp24Sc","status2","fitted.fit","fitted.se.fit","fitted2","CIymin","CIymax"
"155739",2012-11-01, 33118,2012-11-01 08:26:00,"doohan",  2.000000,  2.000000,  1.850000, 79.0878700000,26.90000, 8,   2.728262,759714.5,7847314,30.93921,  0.2273552,   2.728262, 0,0,1,"2012-11-01",0.956142861,   1.909791,  240.7486,29.232146,38.68982,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83417956891)",0.33333333,"(0.333333333333333)","(2012.83333333333)",-5.000000e-01, 8.660254e-01,2.0943951,"male",2.2078415,2.22836816, 2,"a_inactive",0.692338472,0.033054449,0.6923385,0.6275518,0.7571252
"155740",2012-11-01,101947,2012-11-02 01:26:00,"saf07", 75.417720, 56.746835, 64.949370,  0.4870935000,22.00000, 1, 451.790100,765947.2,7841419,27.06787, 37.6491700, 451.790100, 8,0,1,"2012-11-01",0.956142861, 729.710700, 3697.8330,27.028059,37.65644,"b_active",11,"wet",889,0,2012,  6.5,"(2012.83611490589)",0.04166667,"(0.0416666666666667)","(2012.83333333333)", 9.659258e-01, 2.588190e-01,0.2617994,"female",0.3752458,0.35802772, 2,"b_active",0.852284875,0.019236185,0.8522849,0.8145820,0.8899878
"155741",2012-11-01,101945,2012-11-01 23:26:00,"saf07", 20.644740, 19.815790, 24.552630,  0.4418130000,NA,23, 378.137800,766246.9,7842616,27.56942, 31.5114900, 378.137800, 7,0,1,"2012-11-01",0.956142861, 530.560000, 2516.3322,25.246066,37.65644,"b_active",11,"wet",889,0,2012,  6.5,"(2012.83588721919)",0.95833333,"(0.958333333333333)","(2012.83333333333)", 9.659258e-01,-2.588190e-01,6.0213859,"female",6.1348323,6.07823128, 2,"b_active",0.865519772,0.017845361,0.8655198,0.8305429,0.9004967
"155744",2012-11-01,140767,2012-11-01 04:26:00,"stumpy", 10.941670,  9.408333,  9.416667,  0.4562513000,23.06667, 4,  60.272660,764798.0,7840116,27.05048,  5.0227220,  60.272660, 1,0,1,"2012-11-01",0.956142861, 968.588100, 4351.4069,23.761192,37.32888,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83372419551)",0.16666667,"(0.166666666666667)","(2012.83333333333)", 5.000000e-01, 8.660254e-01,1.0471976,"female",1.1606440,1.20102177, 2,"b_active",0.889472312,0.015240000,0.8894723,0.8596019,0.9193427
"155747",2012-11-01,101939,2012-11-01 17:26:00,"saf07",  2.200000,  2.250000,  2.100000, 11.3615500000,33.00000,17,  14.293560,766353.2,7843943,35.48032,  1.1911300,  14.293560, 0,0,1,"2012-11-01",0.956142861,  35.649970, 1299.3642,34.609895,37.65644,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83520415908)",0.70833333,"(0.708333333333333)","(2012.83333333333)",-2.588190e-01,-9.659258e-01,4.4505896,"female",4.5640360,4.43252809, 2,"a_inactive",0.781945784,0.026473267,0.7819458,0.7300582,0.8338334
"155753",2012-11-01, 54513,2012-11-02 00:26:00,"krystal", 48.113640, 33.204546, 38.409090,  0.4723046000,NA, 0, 730.912200,774817.9,7834698,27.32141, 60.9093500, 730.912200,12,0,1,"2012-11-01",0.956142861,1901.382000, 6488.8668,24.604639,34.08095,"b_active",11,"wet",889,0,2012,  6.5,"(2012.83600106254)",0.00000000,"(0)","(2012.83333333333)", 1.000000e+00, 0.000000e+00,0.0000000,"female",0.1134464,0.07642121, 2,"b_active",0.850967162,0.019412153,0.8509672,0.8129193,0.8890150
"155756",2012-11-01,101938,2012-11-01 16:26:00,"saf07",  9.800000,  5.900000,  7.650000, 37.5860000000,33.15000,16,  35.649970,766346.7,7843929,36.80633,  2.9708310,  35.649970, 0,0,1,"2012-11-01",0.956142861,  65.285190, 1285.0706,35.661022,37.65644,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83509031573)",0.66666667,"(0.666666666666667)","(2012.83333333333)",-5.000000e-01,-8.660254e-01,4.1887902,"female",4.3022366,4.18762143, 2,"b_active",0.636336788,0.036327656,0.6363368,0.5651346,0.7075390
"155757",2012-11-01,101941,2012-11-01 19:26:00,"saf07",  6.841270,  5.730159,  6.714286,  0.0002200608,30.98413,19,  34.317550,766272.6,7844077,29.89312,  2.8597960,  34.317550, 0,0,1,"2012-11-01",0.956142861, 160.580400, 1463.1430,29.436423,37.65644,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83543184578)",0.79166667,"(0.791666666666667)","(2012.83333333333)", 2.588190e-01,-9.659258e-01,4.9741884,"female",5.0876348,4.95345065, 2,"b_active",0.919484230,0.011569677,0.9194842,0.8968077,0.9421608
"155766",2012-11-01,101933,2012-11-01 11:26:00,"saf07",  7.700000,  5.600000,  7.000000,120.3333000000,31.95000,11,  63.256880,766341.0,7844001,35.70568,  5.2714070,  63.256880, 0,0,1,"2012-11-01",0.956142861,   5.054830, 2353.5544,35.215944,38.24076,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83452109897)",0.45833333,"(0.458333333333333)","(2012.83333333333)",-9.659258e-01, 2.588190e-01,2.8797933,"female",2.9932397,2.96308814, 2,"b_active",0.383441998,0.036583363,0.3834420,0.3117386,0.4551454
"155771",2012-11-01, 33117,2012-11-01 07:26:00,"doohan",  2.000000,  2.000000,  2.000000, 52.8819000000,24.90000, 7,   1.909791,759711.7,7847313,29.76551,  0.1591492,   1.909791, 0,0,1,"2012-11-01",0.956142861,   6.782661,  240.5606,27.582964,38.68982,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83406572556)",0.29166667,"(0.291666666666667)","(2012.83333333333)",-2.588190e-01, 9.659258e-01,1.8325957,"male",1.9460421,1.98346150, 2,"a_inactive",0.777468636,0.026697818,0.7774686,0.7251409,0.8297964
"155774",2012-11-01,101931,2012-11-01 09:26:00,"saf07",  3.050000,  2.750000,  2.850000,100.3599000000,28.90000, 9,   5.034664,766356.1,7844035,32.42752,  0.4195553,   5.034664, 0,0,1,"2012-11-01",0.956142861,  15.446580, 3304.6670,32.184441,38.24076,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83429341226)",0.37500000,"(0.375)","(2012.83333333333)",-7.071068e-01, 7.071068e-01,2.3561945,"female",2.4696409,2.47327482, 2,"a_inactive",0.586057223,0.037717118,0.5860572,0.5121317,0.6599828
"155779",2012-11-01,101932,2012-11-01 10:26:00,"saf07",  2.150000,  2.200000,  2.150000,114.3079000000,30.90000,10,   5.054830,766352.2,7844033,34.08095,  0.4212358,   5.054830, 0,0,1,"2012-11-01",0.956142861,   5.034664, 3167.4544,33.232448,38.24076,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83440725562)",0.41666667,"(0.416666666666667)","(2012.83333333333)",-8.660254e-01, 5.000000e-01,2.6179939,"female",2.7314403,2.71818148, 2,"a_inactive",0.475137081,0.038607671,0.4751371,0.3994660,0.5508081
"155781",2012-11-01, 33123,2012-11-01 13:26:00,"doohan",  2.000000,  2.000000,  2.000000,107.7374000000,34.95000,13,  10.073210,759719.4,7847311,37.75123,  0.8394340,  10.073210, 0,0,1,"2012-11-01",0.956142861,  12.714250,  252.0252,38.002276,38.68982,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83474878567)",0.54166667,"(0.541666666666667)","(2012.83333333333)",-9.659258e-01,-2.588190e-01,3.4033920,"male",3.5168384,3.45290146, 2,"a_inactive",0.316061123,0.034387099,0.3160611,0.2486624,0.3834598
"155792",2012-11-01, 33122,2012-11-01 12:26:00,"doohan",  2.000000,  2.000000,  2.000000,118.1150000000,33.90000,12,  12.714250,759712.4,7847310,36.94490,  1.0595200,  12.714250, 0,0,1,"2012-11-01",0.956142861,  14.342900,  252.7652,36.881823,38.68982,"a_inactive",11,"wet",889,0,2012,  6.5,"(2012.83463494232)",0.50000000,"(0.5)","(2012.83333333333)",-1.000000e+00, 1.224606e-16,3.1415927,"male",3.2550391,3.20799480, 2,"a_inactive",0.327619154,0.034450432,0.3276192,0.2600963,0.3951420
"155829",2012-11-02,101961,2012-11-02 15:26:00,"saf07", 22.875000, 25.416667, 26.375000, 67.6290100000,31.95833,15, 183.273700,766000.3,7841529,36.96306, 15.2728100, 183.273700,12,0,1,"2012-11-02",0.909931281, 163.594400, 4009.8021,37.231382,37.65644,"b_active",11,"wet",890,0,2012,  6.5,"(2012.83770871281)",0.62500000,"(0.625)","(2012.83606557377)",-7.071068e-01,-7.071068e-01,3.9269908,"female",4.0404372,3.94175638, 2,"b_active",0.474757827,0.039771124,0.4747578,0.3968064,0.5527092
"155834",2012-11-02,101960,2012-11-02 14:26:00,"saf07", 20.450000, 16.400000, 17.750000, 89.7583000000,31.00000,14, 163.594400,766077.5,7841493,37.61959, 13.6328600, 163.594400, 6,0,1,"2012-11-02",0.909931281,   2.726109, 3826.5284,37.656437,37.65644,"b_active",11,"wet",890,0,2012,  6.5,"(2012.83759486946)",0.58333333,"(0.583333333333333)","(2012.83606557377)",-8.660254e-01,-5.000000e-01,3.6651914,"female",3.7786378,3.69716090, 2,"b_active",0.360056042,0.037016424,0.3600560,0.2875039,0.4326082
